Facility,TRIF ID,Latitude,Longitude,total_releases_on-off-site_lbs
"WELDON ASPHALT CO.2000 MARSHES DOCK ROAD, LINDEN NEW JERSEY 07036 (UNION)",0703WWLDNS2MARS,40.604,-74.235,0.48
"CALLANAN INDUSTRIES INC SOUTH BETHLEHEM FACILITY.105 PETER CALLANAN DR, SOUTH BETHLEHEM NEW YORK 12161 (ALBANY)",1216WCLLNN1SUTH,42.523,-73.851,0.4771
"KING ROAD MATERIALS CORDELL ROAD FACILITY.145 CORDELL RD, SCHENECTADY NEW YORK 12303 (SCHENECTADY)",12303KNGRD145CO,42.756,-73.904,0.4335
"WHEELERTOWN PLANT.3580 WHEELERTOWN RD, WATERFORD PENNSYLVANIA 16441 (ERIE)",1644WWHLRT358WH,41.907,-79.936,0.431
"MONARCH OIL CO.2200 AVE H E, OMAHA NEBRASKA 68110 (DOUGLAS)",6811WMNRCH22AVE,41.282,-95.902,0.421
"SUIT-KOTE JAMESTOWN.57 LISTER ST, JAMESTOWN NEW YORK 14701 (CHAUTAUQUA)",14701STKTC57LIS,42.104,-79.262,0.4160884
"TILCON CONNECTICUT INC.642 BLACK ROCK AVE, NEW BRITAIN CONNECTICUT 06050 (HARTFORD)",06050TLCNC642BL,41.667,-72.822,0.4
"PIKE INDUSTRIES - WESTBROOK.95 WARREN AVE, WESTBROOK MAINE 04092 (CUMBERLAND)",0409WPKNDS95WAR,43.685,-70.34,0.4
"HOOKSETT CRUSHED STONE PIKE INDUSTRIES INC.38 HACKETT HILL RD, HOOKSETT NEW HAMPSHIRE 03106 (MERRIMACK)",03106HKSTT38HAC,43.082,-71.476,0.4
"THE LANE CONSTRUCTION CORPORAT.3350 REYNOLDS RD, LAKELAND FLORIDA 33803 (POLK)",3380WTHLNC335RE,28.003,-81.891,0.4
"MDU RESOURCES KNIFE RIVER SUNDIAL ASPHALT.5700 NE SUNDIAL RD, TROUTDALE OREGON 97060 (MULTNOMAH)",97060MDRSR57NES,45.563,-122.409,0.398
"RTI HOT MIX GARDEN RIDGE HMP.21946 OLD NACOGDOCHES RD, NEW BRAUNFELS TEXAS 78132 (COMAL)",7813WRTHTM21946,29.643,-98.252,0.39
"HENRY CO.2701 STATE RD 60 W, BARTOW FLORIDA 33830 (POLK)",33830MNSYPSTATE,27.898,-81.893,0.39
"SHELLY MATERIALS PLANT 24 (0180000002).8328 WATKINS RD, OSTRANDER OHIO 43061 (UNION)",4311WSHLLY8328W,40.214,-83.203,0.3864497
"CENTER POINT TERMINAL CO.2850 ROCK RD, GRANITE CITY ILLINOIS 62040 (MADISON)",62040WNSCR285RC,38.717,-90.166,0.38
"LAS VEGAS PAVING CORP.W LONE MOUNTAIN RD, LAS VEGAS NEVADA 89129 (CLARK)",89129LSVGSWLNEM,36.142,-115.138,0.37
"ASPHALT INC SPICEWOOD.6755 EAST HIGHWAY 71, SPICEWOOD TEXAS 78669 (BURNET)",7866WSPHLT6755E,30.48,-98.2,0.36
"RTI HOT MIX MUSTANG RIDGE ASPHALT PLANT.6510 FM 1327, AUSTIN TEXAS 78747 (TRAVIS)",7874WRTHTM651FM,30.091,-97.706,0.34
"MDU RESOURCES ROSEBURG ASPHALT.186 BEAVER STATE RD, ROSEBURG OREGON 97470 (DOUGLAS)",97470LTMNC186BE,43.154,-123.37,0.337
"MDU CORVALLIS ASPHALT.28602 HWY 34, CORVALLIS OREGON 97339 (LINN)",97339MDCRV2862H,44.563,-123.242,0.337
"AGGREGATE INDUSTRIES NORTHEAST REGION INC.55 RUSSELL ST, PEABODY MASSACHUSETTS 01960 (ESSEX)",01960GGRGT55RUS,42.557,-71.01,0.33505
"O&G INDUSTRIES INC.255 BOGUE RD, HARWINTON CONNECTICUT 06791 (LITCHFIELD)",06791GNDST255BG,41.777,-73.115,0.32
"ALL AMERICAN ASPHALT.13646 LIVE OAK LANE, IRWINDALE CALIFORNIA 91706 (LOS ANGELES)",9170WLLMRC13646,34.112,-117.974,0.3
"LUBRICATION ENGINEERS INC.1919 E TULSA ST, WICHITA KANSAS 67216 (SEDGWICK)",67216LBRCT1919E,37.636,-97.314,0.298
"BUILDING MATERIALS MANUFACTURING CORP.2400 EMOGENE ST, MOBILE ALABAMA 36606 (MOBILE)",36606BLDNG2400E,30.682,-88.097,0.2948
"CENTRAL ASPHALT.20 FAIRGROUND LN, WATKINS GLEN NEW YORK 14891 (SCHUYLER)",14891CNTRL20FAI,42.371,-76.861,0.2675514
"VULCAN MATERIALS CO. - IRWINDALE.16005 FOOTHILL BLVD, IRWINDALE CALIFORNIA 91702 (LOS ANGELES)",9170WRWNDL165FT,34.133,-117.897,0.26
"PABCO ROOFING PRODUCTS.1718 THORNE RD, TACOMA WASHINGTON 98421 (PIERCE)",9842WPBCRF1718T,47.266,-122.411,0.2474841
"TAMKO BUILDING PRODUCTS INC.600 E BETHLEHEM RD, COLUMBUS KANSAS 66725 (CHEROKEE)",66725TMKRF600EB,37.193,-94.825,0.24
"ASPHALT PRODUCTS INC.5809 PROGRESS DR, HARLINGEN TEXAS 78550 (CAMERON)",78550SPHLT5809P,26.195,-97.633,0.24
"SALEM ASPHALT.9710 WHEATLAND RD N, SALEM OREGON 97303 (MARION)",97303SLMSP971WH,45.059,-123.014,0.225
"ACE-SAGINAW ASPHALT PAVING CO.16255 TINDALL RD, DAVISBURG MICHIGAN 48350 (OAKLAND)",4835WCSGNW16255,42.787,-83.528,0.2172
"COOS ASPHALT.5959 HWY 101 S, COOS BAY OREGON 97420 (COOS)",97420CSSPH5959H,43.289,-124.233,0.215
"VULCAN MATERIALS CO SUN CITY.14521 N 115TH AVE, EL MIRAGE ARIZONA 85335 (MARICOPA)",85335VLCNM14521,33.617,-112.307,0.2
"TILCON CONNECTICUT INC.1 FOREST RD, NORTH BRANFORD CONNECTICUT 06471 (NEW HAVEN)",06471TLCNC1FORE,41.333,-72.794,0.2
"VULCAN OSUNA ASPHALT.6201 CHAPPELL RD NE, ALBUQUERQUE NEW MEXICO 87113 (BERNALILLO)",87113LFRGS621CH,35.143,-106.608,0.19
"CALLANAN INDUSTRIES WATERVLIET FACILITY.100 CRABAPPLE LN, WATERVLIET NEW YORK 12189 (ALBANY)",12189CLLNN1CRAB,42.742,-73.71,0.184
"VULCAN MATERIALS CO MARANA.10100 AVRA VALLEY RD, MARANA ARIZONA 85653 (PIMA)",85623VLCNM11AVR,32.403,-111.18,0.18
"O&G INDUSTRIES INC.236 ROXBURY RD, SOUTHBURY CONNECTICUT 06488 (NEW HAVEN)",06488GNDST236RX,41.501,-73.222,0.18
"JTL GROUP MISSOULA (DBA KNIFE RIVER-MISSOULA).4800 WILKIE AVE, MISSOULA MONTANA 59808 (MISSOULA)",59808JTLGR48WIL,46.915,-114.054,0.174
"PENNSY SUPPLY INC EAST PETERSBURG HMA PLANT.2743 LANCASTER RD, MANHEIM PENNSYLVANIA 17545 (LANCASTER)",1754WPNNSY2743L,40.113,-76.355,0.173974
"WELDON ASPHALT CO.1100 HARRISON AVENUE, KEARNY NEW JERSEY 07032 (HUDSON)",0703WWLDNS11HAR,40.749,-74.14,0.17
"MDU RESOURCES EUGENE CONCRETE.1001 DIVISION AVE, EUGENE OREGON 97404 (LANE)",97404MDRSR11DIV,44.096,-123.108,0.163
"KNIFE RIVER CHEYENNE.4875 S INDUSTRIAL SERVICE RD, CHEYENNE WYOMING 82007 (LARAMIE)",82007KNFRV4875S,41.123,-104.745,0.153
"RTI HOT MIX SOUTH ASPHALT PLANT.1107 FM 2770, BUDA TEXAS 78610 (HAYS)",78610RTHTM117FM,30.069,-97.857,0.14
"DAVE O'MARA CONTRACTOR INC.485 N COUNTY ROAD 600 W, NORTH VERNON INDIANA 47265 (JENNINGS)",47265DVMRP485NC,38.991,-85.722,0.14
"BITUMINOUS MATERIALS & SUPPLY LP.3380 L AVE, TAMA IOWA 52339 (TAMA)",52339BTMNS3380L,41.961,-92.56,0.138877
"MARYLAND PAVING INC.10000 BEAVERDAM RD, COCKEYSVILLE MARYLAND 21030 (BALTIMORE)",21030MRYLN1BEAV,39.464,-76.644,0.1275
"KNIFE RIVER LARAMIE.998 HURON ST, LARAMIE WYOMING 82070 (ALBANY)",8207WKNFRV998HU,41.278,-105.584,0.115
"PENNZOIL-QUAKER STATE CO (DBA SOPUS PRODUCTS LALP).1926 E PACIFIC COAST HWY, WILMINGTON CALIFORNIA 90744 (LOS ANGELES)",90744TXCRF1926E,33.791,-118.239,0.111
"LAS VEGAS PAVING CORP.3400 N 5TH ST, NORTH LAS VEGAS NEVADA 89030 (CLARK)",89030LSVGS34N5T,36.221,-115.134,0.11
"MARYLAND PAVING ROSEDALE LLC.619 BATAVIA FARM RD, ROSEDALE MARYLAND 21237 (BALTIMORE)",2123WMRYLN619BA,39.316,-76.495,0.1038
"TILCON CONNECTICUT INC.1605 DURHAM RD, WALLINGFORD CONNECTICUT 06492 (MIDDLESEX)",06492TLCNC1605D,41.473,-72.737,0.1
"PIKE INDUSTRIES INC - DANBY (C613 & P733).2275 ROUTE 7, DANBY VERMONT 05739 (RUTLAND)",0573WPKNDS2275R,43.326,-72.991,0.1
"TILCON CONNECTICUT INC.301 HARTFORD AVE, NEWINGTON CONNECTICUT 06111 (HARTFORD)",06040TLCNC301HA,41.72,-72.714,0.1
"RCA ASPHALT LLC.7 EDISON AVE, MOUNT VERNON NEW YORK 10550 (WESTCHESTER)",10550RCSPH7EDIS,40.89,-73.825,0.1
"OWENS CORNING ROOFING & ASPHALT LLC OKLAHOMA CITY.3400 NE 4TH ST, OKLAHOMA CITY OKLAHOMA 73117 (OKLAHOMA)",73117WNSCR3400N,35.471,-97.453,0.1
"FLUSHING ASPHALT LLC.120-01 31ST AVE, FLUSHING NEW YORK 11354 (QUEENS)",11354FLSHN12131,40.769,-73.834,0.1
"MARYLAND PAVING INC.1401 CARSINS RUN RD, ABERDEEN MARYLAND 21001 (HARFORD)",21001MRYLN141CA,39.52,-76.227,0.0854
"TL EDWARDS INC.100 WALES AVE, AVON MASSACHUSETTS 02322 (NORFOLK)",02322TLDWR100WA,42.144,-71.058,0.0836
"HALLWOOD PLANT.3331 WALNUT AVE, MARYSVILLE CALIFORNIA 95901 (YUBA)",95901HLLWD3331W,39.192,-121.495,0.08
"CALLANAN INDUSTRIES ALBANY ASPHALT PLANT.101 DUNHAM DR, ALBANY NEW YORK 12202 (ALBANY)",1220WCLLNN11DUN,42.618,-73.761,0.078
"HAMAN FACILITY.8976 W WYOMING RD, RATHDRUM IDAHO 83858 (KOOTENAI)",83858HMNSP8976W,47.774,-116.907,0.072
"ORISKANY.191 DRY RD, ORISKANY NEW YORK 13424 (ONEIDA)",13424RSKNY9DRYR,43.158,-75.388,0.0623424
"REED & GRAHAM INC.690 SUNOL ST, SAN JOSE CALIFORNIA 95126 (SANTA CLARA)",95126RDGRH69SUN,37.319,-121.906,0.06
"DAVE O'MARA CONTRACTOR INC.992 S COUNTY RD 800 E, GREENSBURG INDIANA 47240 (DECATUR)",47240DVMRC992SC,39.219,-85.486,0.06
"DAVE O'MARA CONTRACTOR INC.11200 SOUTH 125 WEST, FLAT ROCK INDIANA 47234 (SHELBY)",4723WDVMRC1117W,39.362,-85.804,0.06
"ANTHRACITE INDUSTRIES,INC.610 ANTHRACITE RD, SUNBURY PENNSYLVANIA 17801 (NORTHUMBERLAND)",17801NTHRCANTHR,40.871,-76.703,0.056
"WOODLAND PLANT.35030 COUNTY RD 20, WOODLAND CALIFORNIA 95695 (YOLO)",95695WDLND353CU,38.692,-121.848,0.05
"DAVE O'MARA CONTRACTOR INC.JUNCTION SR 56 & SR 203, SCOTTSBURG INDIANA 47170 (SCOTT)",47170DVMRCJUNCT,38.689,-85.659,0.05
"EMULSICOAT INC.705 E UNIVERSITY AVE, URBANA ILLINOIS 61802 (CHAMPAIGN)",61802MLSCT705EU,40.115,-88.2,0.048952
"ASPHALT MATERIALS INC.940 N WYNN RD, OREGON OHIO 43616 (LUCAS)",43616SPHLT940NW,41.67,-83.429,0.048335
"ASPHALT MATERIALS INC.4902 W 86TH ST, INDIANAPOLIS INDIANA 46268 (MARION)",46268SPHLT4900W,39.911,-86.242,0.048239
"ASPHALT MATERIALS INC.13925 S STATE RD 7, MARIETTA OHIO 45750 (WASHINGTON)",4575WSPHLT13925,39.343,-81.557,0.048237
"O&G INDUSTRIES INC.260 BOSTWICK AVE, BRIDGEPORT CONNECTICUT 06605 (FAIRFIELD)",06605GNDST2426B,41.16,-73.212,0.04
"DAVE O'MARA CONTRACTOR INC.901 W HENDRIX ST, BRAZIL INDIANA 47834 (CLAY)",4752WDVMRC13966,38.857,-87.064,0.04
"SUIT-KOTE BUFFALO.505 COMO PARK BLVD, BUFFALO NEW YORK 14227 (ERIE)",1422WSTKTB55CMP,42.893,-78.739,0.010558
"VULCAN MATERIALS CO ROSEVILLE ASPHALT PLANT.9800 DEL RD, ROSEVILLE CALIFORNIA 95747 (PLACER)",9574WVLCNM98DEL,38.725,-121.32,0.01
"O&G INDUSTRIES INC.566 S LEONARD ST, WATERBURY CONNECTICUT 06708 (NEW HAVEN)",06708GNDST566SL,41.531,-73.043,0.01
"DAVE O'MARA CONTRACTOR INC.6494 S US 421, VERSAILLES INDIANA 47042 (RIPLEY)",47042DVMRP6496S,38.979,-85.306,0.01
"EUGENE SAND & GRAVEL--COBURG.90520 COBURG RD, EUGENE OREGON 97408 (LANE)",97408GGSND952CB,44.122,-123.064,0.007092
"GREENSBORO PLANT.1124 S HOLDEN RD, GREENSBORO NORTH CAROLINA 27407 (GUILFORD)",2740WGRNSB1124S,36.059,-79.844,0.007
"MARYLAND PAVING INC.2914 INDUSTRIAL PARK DR, FINKSBURG MARYLAND 21048 (CARROLL)",21048MRYLN2914I,39.499,-76.892,0.005802
"WALLOVER OIL CO INC.21845 DRAKE RD, STRONGSVILLE OHIO 44149 (CUYAHOGA)",44136WLLVR21845,41.29,-81.867,0
"TILCON CONNECTICUT INC.155 PINE ROCK AVE, HAMDEN CONNECTICUT 06514 (NEW HAVEN)",06517TLCNC155PI,41.339,-72.946,0
"TILCON CONNECTICUT INC.185 SOUTH RD, GROTON CONNECTICUT 06340 (NEW LONDON)",06340TLCNC185SR,41.341,-72.039,0
"TILCON CONNECTICUT INC.5 PLUMTREES RD, DANBURY CONNECTICUT 06810 (FAIRFIELD)",06810TLCNC5PLUM,41.396,-73.413,0
"TILCON CONNECTICUT INC.1 BOSTON POST RD PL, OLD SAYBROOK CONNECTICUT 06475 (MIDDLESEX)",06475TLCNC1BOST,41.305,-72.373,0
"TILCON CONNECTICUT INC.569 N MAIN ST, MANCHESTER CONNECTICUT 06042 (HARTFORD)",06040TLCNC569NM,41.795,-72.537,0
"TILCON CONNECTICUT INC.567 S LEONARD ST, WATERBURY CONNECTICUT 06708 (NEW HAVEN)",06708TLCNC567SL,41.531,-73.043,0
"ERGON ASPHALT & EMULSIONS INC - WILSON.2520 WILCO BLVD S, WILSON NORTH CAROLINA 27893 (WILSON)",2789WBLCKC252WI,35.691,-77.916,0
"ERGON ASPHALT & EMULSIONS INC - NASHVILLE.1114 VISCO DR, NASHVILLE TENNESSEE 37210 (DAVIDSON)",37210RGNTR1114V,36.161,-86.733,0
"ERGON ASPHALT & EMULSIONS INC - LAS VEGAS.3901 W PONDEROSA WAY, LAS VEGAS NEVADA 89118 (CLARK)",89118KCHPR3901W,36.081,-115.192,0
"ERGON ASPHALT & EMULSIONS INC - BIRMINGPORT.7890 BIRMINGPORT RD, MULGA ALABAMA 35118 (JEFFERSON)",35118RGNTR789BI,33.56,-87.107,0
"CLEAN HARBORS WICHITA LLC.2932 N OHIO ST, WICHITA KANSAS 67219 (SEDGWICK)",6721WCLNHR2932N,37.736,-97.324,0
"WARREN OIL CO LLC - CAMBRIA PA.100 PENNZOIL DR, JOHNSTOWN PENNSYLVANIA 15909 (CAMBRIA)",15909PNNZLPOBOX,40.443,-78.835,0
"WARREN DISTRIBUTION INC.2850 RIVER RD, COUNCIL BLUFFS IOWA 51501 (POTTAWATTAMIE)",51501TRMNL2850R,41.233,-95.907,0
"WARREN DISTRIBUTION INC.2402 WORTH ST, GUNTERSVILLE ALABAMA 35976 (MARSHALL)",35976WRRND242WR,34.358,-86.294,0
"TILCON CONNECTICUT INC..231 AIRLINE RD, PORTLAND CONNECTICUT 06480 (MIDDLESEX)",06480TLCNC231AI,41.567,-72.641,0
"TILCON CONNECTICUT INC.9 BUTTON SHOP RD, NEWTOWN CONNECTICUT 06470 (FAIRFIELD)",06470TLCNC9BUTO,41.369,-73.269,0
"TILCON CONNECTICUT INC.377 SACKETT POINT RD, NORTH HAVEN CONNECTICUT 06473 (NEW HAVEN)",06473TLCNC377SA,41.368,-72.878,0
"SUZIO YORK HILL COS.975 WESTFIELD RD, MERIDEN CONNECTICUT 06450 (NEW HAVEN)",06450SZSPHWESTF,41.556,-72.756,0
"PANDOLF PERKINS CO.194 WORCESTER RD, STERLING MASSACHUSETTS 01564 (WORCESTER)",01564PNDLF194WR,42.428,-71.768,0
"OWENS CORNING ROOFING & ASPHALT LLC.5201 BANNOCK ST, DENVER COLORADO 80216 (ADAMS)",80216WNSCR5201B,39.792,-104.989,0
"LUBRICATING SPECIALTIES CO.8015 PARAMOUNT BLVD, PICO RIVERA CALIFORNIA 90660 (LOS ANGELES)",90660LBRCT8015P,33.971,-118.113,0
"HOLLIDAY ROCK CO INC - CAMPUS.2006 N CAMP US AVE, UPLAND CALIFORNIA 91784 (SAN BERNARDINO)",91784HLLDY2006N,34.136,-117.643,0
"HANGSTERFER'S LABORATORIES INC.175 OGDEN RD, MANTUA NEW JERSEY 08051 (GLOUCESTER)",08051HNGSTOGDEN,39.802,-75.185,0
"GROWMARK INC.2200 S AVE, COUNCIL BLUFFS IOWA 51503 (POTTAWATTAMIE)",51503MCCLL2200S,41.24,-95.843,0
"ERGON ASPHALT & EMULSIONS INC - YELLOW CREEK.35 CR 370, IUKA MISSISSIPPI 38852 (TISHOMINGO)",3885WRGNSP35CR3,34.976,-88.24,0
"ERGON ASPHALT & EMULSIONS INC - WOODS CROSS.991 W 1500 S, WOODS CROSS UTAH 84087 (DAVIS)",84087SMMTR991W1,40.875,-111.907,0
"ERGON ASPHALT & EMULSIONS INC - WOLCOTT.10520 WOLCOTT DRIVE, KANSAS CITY KANSAS 66109 (WYANDOTTE)",6610WRGNSP152WL,39.201,-94.822,0
"ERGON ASPHALT & EMULSIONS INC - WACO.1820 EAST HIGHWAY 6, WACO TEXAS 76704 (MCLENNAN)",7670WRGNSP182EA,31.558,-97.098,0
"ERGON ASPHALT & EMULSIONS INC - SALINA.1100 W. GRAND AVENUE, SALINA KANSAS 67401 (SALINE)",6740WRGNSP11WGR,38.853,-97.62,0
"ERGON ASPHALT & EMULSIONS INC - PLEASANTON.907 2ND ST, PLEASANTON TEXAS 78064 (ATASCOSA)",78064RGNSP972ND,28.967,-98.479,0
"ERGON ASPHALT & EMULSIONS INC - PARSONS.5445 HWY 412 E, PARSONS TENNESSEE 38363 (DECATUR)",38363KCHMTHWY41,35.628,-88.036,0
"ERGON ASPHALT & EMULSIONS INC - NORTH SALT LAKE.95 W 1100 N, NORTH SALT LAKE UTAH 84054 (DAVIS)",84054KCHMT95WES,40.862,-111.914,0
"ERGON ASPHALT & EMULSIONS INC - MT PLEASANT.209 AIRPORT ROAD, MOUNT PLEASANT TEXAS 75455 (TITUS)",7545WRGNSP29AIR,33.131,-94.974,0
"ERGON ASPHALT & EMULSIONS INC - LITTLE ROCK.601 SHAMBURGER LANE, LITTLE ROCK ARKANSAS 72206 (PULASKI)",7220WRGNSP61SHA,34.679,-92.265,0
"ERGON ASPHALT & EMULSIONS INC - LAWTON.9301 SW KOCH ST., LAWTON OKLAHOMA 73505 (COMANCHE)",7350WRGNSP931SW,34.602,-98.505,0
"ERGON ASPHALT & EMULSIONS INC - HALSTEAD.300 INDUSTRIAL RD, HALSTEAD KANSAS 67056 (HARVEY)",67056SMMTR3INDU,38.004,-97.521,0
"ERGON ASPHALT & EMULSIONS INC - GARDEN CITY.14 FOUNDATION DR, GARDEN CITY GEORGIA 31408 (CHATHAM)",31408KCHMT14FOU,32.099,-81.141,0
"ERGON ASPHALT & EMULSIONS INC - FONTANA.14929 SLOVER AVE, FONTANA CALIFORNIA 92337 (SAN BERNARDINO)",92335KCHMT14929,34.063,-117.479,0
"ERGON ASPHALT & EMULSIONS INC - ENNIS.203 CEDAR ROAD, ENNIS TEXAS 75119 (ELLIS)",7511WRGNSP23CEA,32.356,-96.641,0
"ERGON ASPHALT & EMULSIONS INC - EL DORADO.800 EAST 10TH STREET, EL DORADO KANSAS 67042 (BUTLER)",6704WRGNSP8EAST,37.81,-96.835,0
"ERGON ASPHALT & EMULSIONS INC - DODGE CITY.2600 BUTTER & EGG RD, DODGE CITY KANSAS 67801 (FORD)",67801KCHMT2600B,37.748,-99.978,0
"ERGON ASPHALT & EMULSIONS INC - COLUMBIA.1251 N MAIN ST, MOUNT PLEASANT TENNESSEE 38474 (MAURY)",3847WRGNSP1251N,35.558,-87.177,0
"ERGON ASPHALT & EMULSIONS INC - CHANDLER.6940 W CHANDLER BLVD, CHANDLER ARIZONA 85226 (MARICOPA)",85226RGNSP694WC,33.305,-111.962,0
"ERGON ASPHALT & EMULSIONS INC - CATOOSA.5850 ARKANSAS RD, CATOOSA OKLAHOMA 74015 (ROGERS)",74015SMMTR585AR,36.241,-95.744,0
"ERGON ASPHALT & EMULSIONS INC - BAINBRIDGE.1601 SPRING CREEK RD, BAINBRIDGE GEORGIA 31717 (DECATUR)",31717RGNTR161SP,30.899,-84.611,0
"ERGON ASPHALT & EMULSIONS INC - AUSTIN.8803 NORTH MOPAC EXPRESSWAY, AUSTIN TEXAS 78759 (TRAVIS)",7875WRGNSP883NR,30.376,-97.739,0
"ERGON ASPHALT & EMULSIONS INC  - ARDMORE.2500 REFINERY RD., ARDMORE OKLAHOMA 73401 (CARTER)",7340WRGNSP25REF,34.201,-97.117,0
"ERGON ARMOR INC-MEMPHIS.1655 HARBOR AVE, MEMPHIS TENNESSEE 38113 (SHELBY)",38113RGNSP1655H,35.101,-90.107,0
"ERGON ARMOR INC-KANSAS CITY.450 FUNSTON RD, KANSAS CITY KANSAS 66115 (WYANDOTTE)",66115MPRBL450FU,39.143,-94.618,0
"EASTERN OIL CO.590 SOUTH PADDOCK ST, PONTIAC MICHIGAN 48341 (OAKLAND)",48341STRNL59SUT,42.622,-83.28,0
"DR LUBRICANTS INC.4611-D NEWAYGO RD, FORT WAYNE INDIANA 46808 (ALLEN)",46808DRLBR4611D,41.12,-85.158,0
"CRAFCO INC-YOUNGSTOWN.912 SALT SPRINGS RD, YOUNGSTOWN OHIO 44509 (MAHONING)",44509WLKRW912SA,41.113,-80.683,0
"CRAFCO INC-HALLS.121 IND US TRIAL PARK RD, HALLS TENNESSEE 38040 (LAUDERDALE)",38040CRFCN121IN,35.887,-89.403,0
"CRAFCO INC - CHEYENNE.325 ROAD 128A, CHEYENNE WYOMING 82007 (LARAMIE)",8200WCRFCN325RA,41.12,-104.749,0
"CRAFCO INC - CHANDLER.6975 W CRAFCO WAY, CHANDLER ARIZONA 85226 (MARICOPA)",85226CRFCN6975W,33.307,-111.963,0
"CONDAT CORP.250 S INDUSTRIAL DR, SALINE MICHIGAN 48176 (WASHTENAW)",48176CNDTC25SIN,42.174,-83.757,0
"BROX INDUSTRIES INC.1471 METHUEN ST, DRACUT MASSACHUSETTS 01826 (MIDDLESEX)",01826BRXND1471M,42.671,-71.248,0
"BROX INDUSTRIES INC.253 ROCHESTER NECK RD, ROCHESTER NEW HAMPSHIRE 03839 (STRAFFORD)",03839BRXND253RO,43.229,-70.952,0
"BROX INDUSTRIES INC.85 GREELEY ST, HUDSON NEW HAMPSHIRE 03051 (HILLSBOROUGH)",03051BRXND85GRE,42.786,-71.415,0
"BROX INDUSTRIES INC.1500 HOOKSETT RD, HOOKSETT NEW HAMPSHIRE 03106 (MERRIMACK)",03106BRXND1500H,43.071,-71.451,0
"ASPHALT MATERIALS INC.7961 SOUTH  1300 WEST, WEST JORDAN UTAH 84088 (SALT LAKE)",8408WSPHLT7961S,40.606,-111.925,0
"WARREN OIL CO LLC - MARION IL.201 N FOURTH ST, MARION ILLINOIS 62959 (WILLIAMSON)",62959WRRNL21NFU,37.733,-88.951,0
"WARREN DISTRIBUTION INC.601 BALTIMORE AVE, GLEN DALE WEST VIRGINIA 26038 (MARSHALL)",26038WRRND61BAL,39.948,-80.758,0
"SL WILLIAMSON CO INC SHOP.1230 RIVER ROAD, CHARLOTTESVILLE VIRGINIA 22902 (ALBEMARLE)",2290WSLWLL123RI,38.04,-78.456,0
"SAFETY-KLEEN SYSTEMS - ST ROSE.10352 RIVER RD, SAINT ROSE LOUISIANA 70087 (ST CHARLES PARISH)",70087DLTPT10352,29.969,-90.292,0
"SAFETY-KLEEN SYSTEMS - METAIRIE.3000 AIRLINE DR, METAIRIE LOUISIANA 70001 (JEFFERSON PARISH)",70001DLTPT3011L,29.974,-90.153,0
"PETRON CORP.16700 W GLENDALE DR, NEW BERLIN WISCONSIN 53151 (WAUKESHA)",53151PTRNC16700,42.997,-88.121,0
"MLS FLUID SOLUTIONS.1061 W 5TH ST, AZUSA CALIFORNIA 91702 (LOS ANGELES)",9170WMLSFL161WE,34.13,-117.922,0
"MARTIN OPERATING PARTNERS MARTIN LUBRICANTS.115 W 26TH AVE, KANSAS CITY MISSOURI 64116 (CLAY)",64116NLGRS115W2,39.146,-94.584,0
"JX NIPPON OIL & ENERGY USA INC.100 NIPPON DR, CHILDERSBURG ALABAMA 35044 (TALLADEGA)",35044NPPNL1NIPP,33.335,-86.357,0
"HOUGHTON INTERNATIONAL INC.9100 FREELAND AVE, DETROIT MICHIGAN 48228 (WAYNE)",48228PPRTL9100F,42.361,-83.184,0
"GAF ELK CORP.6200 ZERKER ROAD, SHAFTER CALIFORNIA 93263 (KERN)",93263LKCRP62ZER,35.495,-119.166,0
"GAF BUILDING MATERIALS CORP.50 LOWRY AVE N, MINNEAPOLIS MINNESOTA 55411 (HENNEPIN)",55411BLDNG50LOW,45.013,-93.281,0
"CITGO PETROLEUM CORP CICERO LUBRICANTS MANUFACTURING PLANT.3737 S CICERO AVE, CICERO ILLINOIS 60804 (COOK)",60650CTGPT3737S,41.824,-87.742,0
"CEMEX BAKERSFIELD.8517 PANAMA LN, BAKERSFIELD CALIFORNIA 93311 (KERN)",93311VLCNM8577P,35.296,-119.098,0
"CAM2 INTERNATIONAL LLC.1745 E 165TH ST, HAMMOND INDIANA 46320 (LAKE)",4632WHMMND1745E,41.596,-87.487,0
"CALPORTLAND COMPANY GAREY PLANT.4680 SANTA MARIA MESA RD, SANTA MARIA CALIFORNIA 93454 (SANTA BARBARA)",9343WCLPRT468SA,34.887,-120.3,0
"BP LUBRICANTS USA INC.1981 S WESTPORT DR, PORT ALLEN LOUISIANA 70767 (WEST BATON ROUGE PARISH)",70767CSTRL1981S,30.443,-91.226,0
"ADVANCED LUBRICATION SPECIALTIES.420 IMPERIAL CT E, BENSALEM PENNSYLVANIA 19020 (BUCKS)",19020DVNCD420IM,40.07,-74.942,0
"VERTEX REFINING OH LLC.4021 E FIFTH AVE, COLUMBUS OHIO 43219 (FRANKLIN)",4321WHRTLN421EA,39.986,-82.897,NA
"VALVOLINE.3536 SOUTH 1ST STREET, SAINT LOUIS MISSOURI 63118 (ST LOUIS)",63118VLVLN3536S,38.587,-90.214,NA
"VALVOLINE.9520 JOHN ST, SANTA FE SPRINGS CALIFORNIA 90670 (LOS ANGELES)",90670VLVLN9520J,33.954,-118.062,NA
"VALVOLINE.4680 EDISON DR, COLLEGE PARK GEORGIA 30337 (FULTON)",30337VLVLN4680E,33.629,-84.466,NA
